time,ax,ay,az,acc
0.011701170117011703,-26991,-1090,15539,-12542
0.011851185118511852,-28022,-1141,15511,-13652
0.012001200120012002,-29252,-1224,15469,-15007
0.012151215121512153,-29891,-1268,15491,-15668
0.012301230123012302,-29891,-1268,15491,-15668
0.012451245124512452,-31246,-1267,15533,-16980
0.012601260126012603,-31246,-1267,15533,-16980
0.012751275127512752,-32555,-1312,15466,-18401
0.012901290129012902,-32555,-1312,15466,-18401
0.013051305130513053,-32764,-1351,15516,-18599
0.013201320132013201,-32764,-1351,15516,-18599
0.013351335133513352,-32764,-1356,15508,-18612
0.013501350135013503,-32764,-1356,15508,-18612
0.013651365136513653,-32764,-1334,15523,-18575
0.013801380138013802,-32764,-1334,15523,-18575
0.013951395139513953,-32764,-1323,15525,-18562
0.014101410141014103,-32764,-1273,15533,-18504
0.014251425142514252,-32764,-1244,15554,-18454
0.014401440144014403,-32764,-1256,15565,-18455
0.014551455145514553,-32764,-1204,15560,-18408
0.014701470147014702,-31670,-1135,15621,-17184
0.014851485148514853,-31670,-1135,15621,-17184
0.015001500150015003,-29931,-1048,15801,-15178
0.015151515151515152,-29931,-1048,15801,-15178
0.015301530153015303,-28808,-1026,15812,-14022
0.015451545154515453,-28808,-1026,15770,-14064
0.015601560156015604,-27925,-924,15774,-13075
0.015751575157515754,-26829,-775,15831,-11773
0.0159015901590159,-25552,-632,15892,-10292
0.016051605160516052,-24157,-536,15946,-8747
0.016201620162016202,-23060,-474,15988,-7546
0.016351635163516353,-22376,-409,15970,-6815
0.016501650165016504,-21451,-312,15923,-5840
0.016651665166516654,-19803,-194,15957,-4040
0.0168016801680168,-17831,-90,16062,-1859
0.016951695169516952,-16222,-62,16147,-137
0.017101710171017102,-15108,-63,16162,991
0.017251725172517253,-14049,-58,16112,2005
0.017401740174017404,-12506,-86,16099,3507
0.017551755175517554,-10551,62,16186,5697
0.017701770177017705,-8769,221,16318,7770
0.017851785178517852,-7200,38,16432,9270
0.018001800180018002,-5532,-181,16516,10803
0.018151815181518153,-3836,-243,16577,12498
0.018301830183018303,-2280,-328,16612,14004
0.018451845184518454,-852,-450,16602,15300
0.018601860186018605,570,-578,16584,16576
0.01875187518751875,570,-578,16584,16576
0.018901890189018902,3771,-676,16695,19790
0.019051905190519053,3771,-676,16695,19790
0.019201920192019203,6737,-794,16849,22792
0.019351935193519354,6737,-794,16849,22792
0.019501950195019505,9851,-832,16956,25975
0.019651965196519655,11506,-852,17021,27675
0.019801980198019802,12872,-946,17067,28993
0.019951995199519953,14126,-1011,17082,30197
0.020102010201020103,15564,-962,17069,31671
0.020252025202520254,17079,-922,17073,33230
0.020402040204020404,17079,-922,17073,33230
0.020552055205520555,19598,-886,17171,35883
0.020702070207020702,19598,-886,17171,35883
0.020852085208520853,22208,-760,17250,38698
0.021002100210021003,22208,-760,17250,38698
0.021152115211521154,24416,-726,17305,40995
0.021302130213021304,24416,-726,17305,40995
0.021452145214521455,26305,-663,17316,42958
0.021602160216021606,26305,-663,17316,42958
0.021752175217521753,28252,-515,17344,45081
0.021902190219021903,28252,-515,17344,45081
0.022052205220522054,29169,-438,17433,46164
0.022202220222022204,29415,-456,17425,46384
0.022352235223522355,30004,-437,17406,46973
0.022502250225022506,30864,-341,17431,47954
0.022652265226522653,31245,-245,17433,48433
0.022802280228022803,31640,-167,17435,48908
0.022952295229522954,32466,-76,17483,49873
0.023102310231023104,32764,57,17512,50333
0.023252325232523255,32764,227,17495,50486
0.023402340234023405,32764,451,17479,50694
0.023552355235523553,32764,776,17482,51022
0.023702370237023703,32764,1148,17474,51386
0.023852385238523854,32764,1548,17460,51772
0.024002400240024004,32764,1963,17476,52203
0.024152415241524155,32764,2298,17473,52535
0.024302430243024305,32764,2648,17429,52841
0.024452445244524456,32764,3088,17408,53260
0.024602460246024603,32764,3395,17416,53575
0.024752475247524754,32764,3526,17402,53692
0.024902490249024904,32078,3629,17350,53057
0.025052505250525055,31277,3623,17295,52195
0.025202520252025205,30272,3464,17261,50997
0.025352535253525356,29347,3387,17252,49986
0.025502550255025503,28676,3288,17261,49225
0.025652565256525654,27618,2918,17223,47759
0.025802580258025804,26192,2552,17146,45890
0.025952595259525955,25080,2274,17114,44468
0.026102610261026105,24080,1928,17120,43128
0.026252625262526256,22774,1586,17105,41465
0.026402640264026403,21382,1262,17071,39715
0.026552655265526554,20024,949,17045,38018
0.026702670267026704,18615,650,17017,36282
0.026852685268526855,17226,650,17017,34893
0.027002700270027005,15774,286,16940,33000
0.027152715271527156,15774,286,16940,33000
0.027302730273027306,12662,-50,16797,29409
0.027452745274527453,12662,-50,16797,29409
0.027602760276027604,9849,-262,16725,26312
0.027752775277527755,9849,-262,16725,26312
0.027902790279027905,6816,-428,16603,22991
0.028052805280528056,6816,-428,16603,22991
0.028202820282028206,3773,-588,16540,19725
0.028352835283528353,3773,-588,16540,19725
0.028502850285028504,2277,-592,16482,18167
0.028652865286528655,799,-632,16439,16606
0.028802880288028805,-717,-647,16405,15041
0.028952895289528956,-2201,-630,16363,13532
0.029102910291029106,-3612,-664,16298,12022
0.029252925292529257,-5021,-688,16233,10524
0.029402940294029404,-6489,-681,16190,9020
0.029552955295529554,-9251,-665,16144,6228
0.029702970297029705,-9251,-665,16144,6228
0.029852985298529856,-12280,-711,16004,3013
0.030003000300030006,-12280,-711,16004,3013
0.030153015301530157,-13467,-616,15985,1902
0.030303030303030304,-14610,-561,15982,811
0.030453045304530454,-16120,-612,15906,-826
0.030603060306030605,-17616,-654,15790,-2480
0.030753075307530756,-18808,-672,15731,-3749
0.030903090309030906,-20024,-726,15710,-5040
0.031053105310531057,-21310,-787,15664,-6433
0.031203120312031207,-22434,-818,15606,-7646
0.03135313531353136,-23633,-856,15574,-8915
0.03150315031503151,-25025,-899,15570,-10354
0.03165316531653166,-26157,-942,15587,-11512
0.0318031803180318,-26983,-1016,15600,-12399
0.03195319531953195,-27971,-1128,15570,-13529
0.032103210321032104,-29061,-1218,15529,-14750
0.032253225322532254,-29795,-1235,15538,-15492
0.032403240324032405,-30335,-1262,15564,-16033
0.032553255325532555,-31092,-1318,15530,-16880
0.032703270327032706,-31915,-1316,15483,-17748
0.03285328532853286,-32476,-1272,15492,-18256
0.03300330033003301,-32764,-1274,15506,-18532
0.03315331533153316,-32764,-1308,15462,-18610
0.03330333033303331,-32764,-1362,15400,-18726
0.03345334533453346,-32764,-1430,15392,-18802
0.0336033603360336,-32764,-1430,15392,-18802
0.03375337533753375,-32764,-1452,15486,-18730
0.033903390339033904,-32764,-1452,15486,-18730
0.034053405340534054,-32764,-1331,15535,-18560
0.034203420342034205,-32764,-1331,15535,-18560
0.034353435343534355,-32764,-1306,15589,-18481
0.034503450345034506,-32697,-1278,15612,-18363
0.034653465346534656,-32312,-1226,15603,-17935
0.03480348034803481,-31870,-1186,15606,-17450
0.03495349534953496,-31022,-1160,15682,-16500
0.03510351035103511,-30131,-1092,15762,-15461
0.03525352535253526,-30131,-1092,15762,-15461
0.03540354035403541,-28842,-976,15744,-14074
0.03555355535553555,-28842,-976,15744,-14074
0.035703570357035704,-26782,-758,15886,-11654
0.035853585358535854,-26782,-758,15886,-11654
0.036003600360036005,-24319,-570,15976,-8913
0.036153615361536155,-24319,-570,15976,-8913
0.036303630363036306,-22452,-384,15988,-6848
0.036453645364536456,-22452,-384,15988,-6848
0.03660366036603661,-19922,-260,15939,-4243
0.03675367536753676,-19922,-260,15939,-4243
0.03690369036903691,-17924,-148,16034,-2038
0.03705370537053706,-16336,-71,16111,-296
0.03720372037203721,-15312,-60,16128,756
0.03735373537353736,-14330,-87,16082,1665
0.0375037503750375,-12871,-118,16085,3096
0.037653765376537654,-10926,-27,16194,5241
0.037803780378037805,-8997,134,16318,7455
0.037953795379537955,-7391,68,16404,9081
0.038103810381038106,-5823,-123,16462,10516
0.038253825382538256,-4128,-212,16507,12167
0.03840384038403841,-2512,-284,16562,13766
0.03855385538553856,-1057,-411,16614,15146
0.03870387038703871,345,-555,16632,16422
0.03885388538853886,1818,-632,16647,17833
0.03900390039003901,3448,-621,16710,19537
0.03915391539153916,5123,-633,16786,21276
0.03930393039303931,6582,-729,16818,22671
0.039453945394539454,7922,-825,16832,23929
0.039603960396039604,9528,-832,16879,25575
0.039753975397539755,11276,-832,16938,27382
0.039903990399039906,12728,-904,16962,28786
0.040054005400540056,13960,-950,16966,29976
0.04020402040204021,15374,-899,16981,31456
0.04035403540354036,16965,-838,17037,33164
0.04050405040504051,18310,-828,17108,34590
0.04065406540654066,19408,-833,17129,35704
0.04080408040804081,20699,-818,17124,37005
0.04095409540954096,22072,-762,17156,38466
0.04110411041104111,23138,-742,17210,39606
0.04125412541254126,24194,-728,17262,40728
0.041404140414041404,25420,-678,17317,42059
0.041554155415541555,26296,-695,17348,42949
0.041704170417041705,26296,-695,17348,42949
0.041854185418541856,27934,-519,17408,44823
0.04200420042004201,27934,-519,17408,44823
0.04215421542154216,29435,-450,17486,46471
0.04230423042304231,29435,-450,17486,46471
0.04245424542454246,30700,-297,17492,47895
0.04260426042604261,30700,-297,17492,47895
0.04275427542754276,31648,-124,17492,49016
0.04290429042904291,31648,-124,17492,49016
0.04305430543054306,32764,172,17536,50472
0.04320432043204321,32764,172,17536,50472
0.043354335433543355,32764,352,17520,50636
0.043504350435043505,32764,554,17480,50798
0.043654365436543656,32764,884,17472,51120
0.043804380438043806,32764,1222,17487,51473
0.04395439543954396,32764,1620,17512,51896
0.04410441044104411,32764,2064,17512,52340
0.04425442544254426,32764,2398,17481,52643
0.04440444044404441,32764,3032,17410,53206
0.04455445544554456,32764,3032,17410,53206
0.04470447044704471,32764,3382,17448,53594
0.04485448544854486,32764,3382,17448,53594
0.04500450045004501,32273,3493,17438,53204
0.045154515451545155,31289,3503,17369,52161
0.045304530453045305,30324,3356,17292,50972
0.045454545454545456,29359,3154,17229,49742
0.045604560456045606,28572,3059,17210,48841
0.04575457545754576,27762,2860,17228,47850
0.04590459045904591,26471,2459,17200,46130
0.04605460546054606,25148,2106,17142,44396
0.04620462046204621,24181,1848,17113,43142
0.04635463546354636,23077,1538,17081,41696
0.04650465046504651,21609,1206,17043,39858
0.04665466546654666,20155,948,17016,38119
0.04680468046804681,18844,707,16973,36524
0.04695469546954696,17468,482,16921,34871
0.047104710471047105,15973,330,16884,33187
0.047254725472547256,14466,184,16854,31504
0.047404740474047406,13014,10,16813,29837
0.04755475547554756,11532,-151,16742,28123
0.04770477047704771,9955,-278,16659,26336
0.04785478547854786,8448,-344,16609,24713
0.04800480048004801,7058,-386,16592,23264
0.04815481548154816,7058,-386,16592,23264
0.04830483048304831,3968,-427,16569,20110
0.04845484548454846,3968,-427,16569,20110
0.04860486048604861,1004,-534,16501,16971
0.04875487548754876,1004,-534,16501,16971
0.04890489048904891,-2060,-570,16347,13717
0.049054905490549056,-2060,-570,16347,13717
0.049204920492049206,-4716,-560,16280,11004
0.04935493549354936,-6212,-589,16263,9462
0.04950495049504951,-7670,-568,16216,7978
0.04965496549654966,-9101,-541,16126,6484
0.04980498049804981,-9101,-541,16126,6484
0.04995499549954996,-12012,-610,15949,3327
0.05010501050105011,-12012,-610,15949,3327
0.05025502550255026,-14560,-558,15910,792
0.05040504050405041,-14560,-558,15910,792
0.05055505550555056,-17426,-632,15820,-2238
0.05070507050705071,-17426,-632,15820,-2238
0.05085508550855086,-19980,-673,15754,-4899
0.051005100510051006,-19980,-673,15754,-4899
0.05115511551155116,-22335,-801,15641,-7495
0.05130513051305131,-22335,-801,15641,-7495
0.05145514551455146,-23465,-859,15662,-8662
0.05160516051605161,-24904,-958,15672,-10190
0.05175517551755176,-26148,-1033,15644,-11537
0.05190519051905191,-26916,-1076,15618,-12374
0.05205520552055206,-27810,-1117,15605,-13322
0.05220522052205221,-28940,-1220,15592,-14568
0.05235523552355236,-29671,-1258,15602,-15327
0.05250525052505251,-30234,-1238,15602,-15870
0.05265526552655266,-31202,-1306,15540,-16968
0.052805280528052806,-32016,-1331,15502,-17845
0.052955295529552956,-32279,-1330,15528,-18081
0.05310531053105311,-32629,-1394,15526,-18497
0.05325532553255326,-32764,-1397,15471,-18690
0.05340534053405341,-32764,-1380,15424,-18720
0.05355535553555356,-32764,-1423,15424,-18763
0.05370537053705371,-32764,-1437,15426,-18775
0.05385538553855386,-32764,-1444,15414,-18794
0.05400540054005401,-32764,-1461,15449,-18776
0.05415541554155416,-32764,-1410,15488,-18686
0.05430543054305431,-32764,-1365,15490,-18639
0.05445544554455446,-32764,-1378,15503,-18639
0.05460546054605461,-32764,-1354,15527,-18591
0.054755475547554756,-32527,-1286,15575,-18238
0.05490549054905491,-31881,-1178,15662,-17397
0.05505550555055506,-31036,-1106,15731,-16411
0.05520552055205521,-30235,-1112,15753,-15594
0.05535553555355536,-29536,-1070,15761,-14845
0.05550555055505551,-28909,-997,15770,-14136
0.05565556555655566,-28122,-907,15808,-13221
0.05580558055805581,-27038,-765,15879,-11924
0.05595559555955596,-25849,-683,15926,-10606
0.05610561056105611,-24566,-611,15966,-9211
0.05625562556255626,-23336,-611,15966,-7981
0.05640564056405641,-22583,-420,16026,-6977
0.05655565556555656,-22583,-420,16026,-6977
0.05670567056705671,-20248,-178,15912,-4514
0.05685568556855686,-20248,-178,15912,-4514
0.05700570057005701,-16706,-23,16155,-574
0.05715571557155716,-16706,-23,16155,-574
0.05730573057305731,-14500,-110,16138,1528
0.05745574557455746,-14500,-110,16138,1528
0.05760576057605761,-10795,62,16230,5497
0.05775577557755776,-10795,62,16230,5497
0.05790579057905791,-9112,169,16287,7344
0.05805580558055806,-7662,27,16316,8681
0.05820582058205821,-6055,-93,16383,10235
0.05835583558355836,-4352,-135,16496,12009
0.058505850585058514,-2786,-216,16593,13591
0.05865586558655866,-1380,-340,16629,14909
0.05880588058805881,26,-513,16622,16135
0.05895589558955896,1652,-583,16660,17729
0.05910591059105911,3446,-606,16778,19618
0.05925592559255926,6330,-778,16827,22379
0.05940594059405941,6330,-778,16827,22379
0.05955595559555956,7760,-830,16826,23756
0.05970597059705971,9404,-853,16880,25431
0.05985598559855986,11025,-840,16920,27105
0.06000600060006001,12486,-879,16928,28535
0.06015601560156016,13780,-935,16925,29770
0.060306030603060314,15168,-917,16937,31188
0.060456045604560464,16766,-868,16979,32877
0.06060606060606061,18127,-871,17032,34288
0.06075607560756076,19223,-887,17060,35396
0.06090609060906091,20556,-834,17098,36820
0.06105610561056106,21938,-773,17185,38350
0.06120612061206121,22984,-766,17268,39486
0.06135613561356136,24011,-726,17307,40592
0.06150615061506151,25219,-640,17359,41938
0.06165616561656166,26144,-625,17414,42933
0.06180618061806181,26754,-659,17397,43492
0.06195619561956196,27734,-618,17370,44486
0.06210621062106211,28887,-526,17409,45770
0.062256225622562264,29485,-474,17445,46456
0.062406240624062415,29965,-400,17448,47013
0.06255625562556257,30800,-289,17458,47969
0.06270627062706272,31334,-240,17442,48536
0.06285628562856287,31474,-193,17397,48678
0.06300630063006302,31474,-193,17397,48678
0.06315631563156317,32763,64,17486,50313
0.06330633063306332,32763,64,17486,50313
0.06345634563456345,32764,477,17498,50739
0.0636063606360636,32764,477,17498,50739
0.06375637563756376,32764,1102,17531,51397
0.0639063906390639,32764,1102,17531,51397
0.06405640564056406,32764,1776,17429,51969
0.06420642064206421,32764,2135,17453,52352
0.06435643564356436,32764,2472,17484,52720
0.06450645064506451,32764,2847,17492,53103
0.06465646564656466,32764,2847,17492,53103
0.06480648064806481,32764,3342,17482,53588
0.06495649564956496,32764,3342,17482,53588
0.06510651065106511,31369,3556,17387,52312
0.06525652565256526,31369,3556,17387,52312
0.06540654065406541,29693,3337,17285,50315
0.06555655565556556,29693,3337,17285,50315
0.06570657065706571,27908,3000,17234,48142
0.06585658565856586,27908,3000,17234,48142
0.06600660066006601,26718,2673,17186,46577
0.06615661566156616,25413,2310,17113,44836
0.06630663066306632,24320,2011,17080,43411
0.06645664566456647,23186,1690,17067,41943
0.06660666066606662,21859,1367,17049,40275
0.06675667566756677,20484,1093,17021,38598
0.06690669066906692,19105,783,16963,36851
0.06705670567056707,17708,534,16915,35157
0.0672067206720672,16246,400,16899,33545
0.06735673567356736,14654,247,16864,31765
0.0675067506750675,13118,86,16804,30008
0.06765676567656766,11696,-41,16748,28403
0.06780678067806781,10160,-160,16709,26709
0.06795679567956796,8652,-246,16696,25102
0.06810681068106811,7333,-356,16677,23654
0.06825682568256826,5890,-480,16622,22032
0.06840684068406841,4234,-526,16544,20252
0.06855685568556856,2663,-562,16492,18593
0.06870687068706871,1223,-618,16480,17085
0.06885688568856886,-302,-638,16448,15508
0.06900690069006901,-1899,-646,16380,13835
0.06915691569156916,-3349,-654,16331,12328
0.06930693069306931,-4659,-668,16314,10987
0.06945694569456946,-6042,-699,16274,9533
0.06960696069606961,-7534,-680,16199,7985
0.06975697569756976,-8944,-658,16137,6535
0.06990699069906992,-10312,-714,16091,5065
0.07005700570057007,-11798,-754,16037,3485
0.07020702070207022,-13204,-714,15977,2059
0.07035703570357037,-14427,-645,15928,856
0.07050705070507052,-15764,-598,15896,-466
0.07065706570657067,-17218,-625,15860,-1983
0.07080708070807082,-18511,-690,15821,-3380
0.07095709570957097,-19770,-739,15784,-4725
0.0711071107110711,-19770,-739,15784,-4725
0.07125712571257126,-22098,-795,15751,-7142
0.07140714071407141,-22098,-795,15751,-7142
0.07155715571557156,-24571,-938,15666,-9843
0.07170717071707171,-24571,-938,15666,-9843
0.07185718571857186,-26716,-1015,15576,-12155
0.07200720072007201,-26716,-1015,15576,-12155
0.07215721572157216,-28760,-1153,15563,-14350
0.07230723072307231,-28760,-1153,15563,-14350
0.07245724572457246,-30102,-1188,15477,-15813
0.07260726072607261,-30102,-1188,15477,-15813
0.07275727572757276,-30955,-1277,15458,-16774
0.07290729072907291,-31838,-1294,15421,-17711
0.07305730573057306,-32180,-1279,15410,-18049
0.07320732073207321,-32496,-1287,15424,-18359
0.07335733573357336,-32764,-1320,15426,-18658
0.07350735073507352,-32764,-1359,15446,-18677
0.07365736573657367,-32764,-1358,15484,-18638
0.07380738073807382,-32764,-1375,15490,-18649
0.07395739573957397,-32764,-1408,15502,-18670
0.07410741074107412,-32764,-1376,15574,-18566
0.07425742574257427,-32764,-1338,15634,-18468
0.07440744074407442,-32764,-1336,15624,-18476
0.07455745574557457,-32764,-1316,15594,-18486
0.07470747074707472,-32764,-1312,15594,-18482
0.07485748574857487,-32525,-1261,15616,-18170
0.075007500750075,-31992,-1181,15644,-17529
0.07515751575157516,-31242,-1207,15684,-16765
0.07530753075307531,-30382,-1180,15739,-15823
0.07545754575457546,-29643,-1063,15790,-14916
0.07560756075607561,-29053,-1000,15796,-14257
0.07575757575757576,-28320,-933,15764,-13489
0.07590759075907591,-27258,-824,15753,-12329
0.07605760576057606,-26019,-694,15800,-10913
0.07620762076207621,-24650,-551,15892,-9309
0.07635763576357636,-23400,-449,15968,-7881
0.07650765076507651,-22716,-436,15946,-7206
0.07665766576657666,-22126,-402,15850,-6678
0.07680768076807681,-20649,-288,15866,-5071
0.07695769576957696,-18462,-165,16045,-2582
0.07710771077107711,-16743,-87,16196,-634
0.07725772577257727,-15794,-108,16214,312
0.07740774077407742,-14743,-160,16180,1277
0.07755775577557757,-14743,-160,16180,1277
0.07770777077707772,-11199,-52,16298,5047
0.07785778577857787,-11199,-52,16298,5047
0.07800780078007802,-7869,58,16415,8604
0.07815781578157817,-7869,58,16415,8604
0.07830783078307832,-4637,-167,16548,11744
0.07845784578457847,-4637,-167,16548,11744
0.07860786078607862,-1669,-359,16611,14583
0.07875787578757876,-1669,-359,16611,14583
0.07890789078907891,1462,-498,16646,17610
0.07905790579057906,3154,-566,16697,19285
0.07920792079207921,3154,-566,16697,19285
0.07935793579357936,6095,-759,16757,22093
0.07950795079507951,6095,-759,16757,22093
0.07965796579657966,9155,-778,16882,25259
0.07980798079807981,9155,-778,16882,25259
0.07995799579957996,12298,-827,17002,28473
0.08010801080108011,12298,-827,17002,28473
0.08025802580258026,14828,-948,17019,30899
0.08040804080408041,14828,-948,17019,30899
0.08055805580558056,17983,-838,17121,34266
0.08070807080708071,17983,-838,17121,34266
0.08085808580858087,19132,-896,17146,35382
0.08100810081008102,20401,-876,17172,36697
0.08115811581158117,21789,-844,17228,38173
0.08130813081308132,22897,-806,17283,39374
0.08145814581458147,23925,-724,17311,40512
0.08160816081608162,25130,-630,17325,41825
0.08175817581758177,26132,-599,17321,42854
0.08190819081908192,26766,-617,17293,43442
0.08205820582058207,27609,-569,17298,44338
0.08220822082208222,28767,-468,17371,45670
0.08235823582358237,29508,-425,17421,46504
0.08250825082508252,29857,-415,17388,46830
0.08265826582658266,30518,-335,17374,47557
0.08280828082808281,31254,-208,17418,48464
0.08295829582958296,31591,-103,17425,48913
0.08310831083108311,31990,-6,17409,49393
0.08325832583258326,32678,119,17459,50256
0.08340834083408341,32764,268,17520,50552
0.08355835583558356,32764,466,17540,50770
0.08370837083708371,32764,738,17560,51062
0.08385838583858386,32764,1091,17580,51435
0.08400840084008401,32764,1452,17549,51765
0.08415841584158416,32764,1776,17502,52042
0.08430843084308431,32764,2138,17508,52410
0.08445844584458446,32764,2498,17512,52774
0.08460846084608462,32764,2832,17459,53055
0.08475847584758477,32764,3154,17438,53356
0.08490849084908492,32764,3353,17452,53569
0.08505850585058507,32167,3433,17388,52988
0.08520852085208522,31350,3490,17308,52148
0.08535853585358537,30796,3489,17302,51587
0.08550855085508552,29848,3376,17286,50510
0.08565856585658567,29848,3376,17286,50510
0.08580858085808582,27958,3026,17229,48213
0.08595859585958597,27958,3026,17229,48213
0.08610861086108612,25424,2332,17100,44856
0.08625862586258627,25424,2332,17100,44856
0.08640864086408642,23458,1769,17130,42357
0.08655865586558656,23458,1769,17130,42357
0.08670867086708671,20579,1037,17050,38666
0.08685868586858686,20579,1037,17050,38666
0.08700870087008701,17973,592,17051,35616
0.08715871587158716,17973,592,17051,35616
0.08730873087308731,16457,387,17000,33844
0.08745874587458746,14998,251,16950,32199
0.08760876087608761,13538,100,16895,30533
0.08775877587758776,11972,-62,16824,28734
0.08790879087908791,10393,-194,16748,26947
0.08805880588058806,8924,-286,16665,25303
0.08820882088208822,7580,-349,16596,23827
0.08835883588358837,6130,-429,16554,22255
0.08850885088508852,4473,-496,16512,20489
0.08865886588658867,2905,-527,16468,18846
0.08880888088808882,1491,-561,16424,17354
0.08895889588958897,-27,-608,16364,15729
0.08910891089108912,-1607,-648,16306,14051
0.08925892589258927,-2986,-685,16267,12596
0.08940894089408942,-4283,-700,16240,11257
0.08955895589558957,-5779,-696,16204,9729
0.08970897089708972,-7332,-693,16157,8132
0.08985898589858987,-8708,-658,16118,6752
0.09000900090009002,-10090,-650,16062,5322
0.09015901590159017,-11626,-719,15974,3629
0.09030903090309031,-13002,-722,15914,2190
0.09045904590459046,-14180,-656,15922,1086
0.09060906090609061,-15529,-651,15949,-231
0.09075907590759076,-16987,-692,15920,-1759
0.09090909090909091,-18290,-738,15835,-3193
0.09105910591059106,-19592,-781,15765,-4608
0.09120912091209121,-20940,-771,15728,-5983
0.09135913591359136,-21999,-764,15704,-7059
0.09150915091509151,-23030,-852,15673,-8209
0.09165916591659166,-24504,-983,15618,-9869
0.09180918091809182,-25884,-1056,15579,-11361
0.09195919591959197,-26695,-1049,15587,-12157
0.09210921092109212,-26695,-1049,15587,-12157
0.09225922592259227,-28659,-1208,15492,-14375
0.09240924092409242,-28659,-1208,15492,-14375
0.09255925592559257,-30031,-1214,15518,-15727
0.09270927092709272,-30031,-1214,15518,-15727
0.09285928592859287,-31711,-1288,15472,-17527
0.09300930093009302,-31711,-1288,15472,-17527
0.09315931593159317,-32541,-1342,15454,-18429
0.09330933093309332,-32541,-1342,15454,-18429
0.09345934593459347,-32764,-1358,15475,-18647
0.09360936093609362,-32764,-1358,15475,-18647
0.09375937593759377,-32764,-1332,15480,-18616
0.09390939093909392,-32764,-1288,15504,-18548
0.09405940594059407,-32764,-1288,15504,-18548
0.09420942094209421,-32764,-1358,15566,-18556
0.09435943594359436,-32764,-1358,15566,-18556
0.09450945094509451,-32764,-1333,15577,-18520
0.09465946594659466,-32764,-1333,15577,-18520
0.09480948094809481,-32568,-1247,15590,-18225
0.09495949594959496,-32568,-1247,15590,-18225
0.09510951095109511,-31288,-1054,15675,-16667
0.09525952595259526,-31288,-1054,15675,-16667
0.09540954095409541,-30438,-1065,15733,-15770
