freq,fft_ax,fft_ay,fft_az
174.0,17525.470732572667,4817.303080745328,1407.821728172195
176.0,1462.0680907256733,811.6983913542723,841.0177044126849
178.0,12537.158083836788,2104.096338647706,1340.1585289597654
180.0,12660.78626238188,8719.38332624533,861.6615196144415
182.0,13804.152977189446,1192.639165334505,1052.9684479635305
184.0,55165.28351322234,6053.182645612042,2031.706476912409
186.0,102749.1045597813,2449.542555822386,3039.0423379339127
188.0,32091.465410387238,5156.17384704479,1984.1213046742369
190.0,7178.763722650451,6405.968520622175,1695.1166834047078
192.0,10803.870578033579,1932.0392777676004,1096.729183778711
194.0,10995.712763427042,2417.9416085106855,1356.0669456173694
196.0,24418.365501672608,21457.04572480773,1224.7983406297687
198.0,144724.41562738657,218580.18514121496,14363.881612532545
200.0,186064.22423070943,243820.9011655268,15817.091110651661
202.0,22440.773808945698,44545.01361677894,1941.0065562151703
204.0,15583.57145827387,8009.026356319783,3356.5931109379444
206.0,7364.344782476196,4678.788206682695,3192.508006875038
208.0,12608.675142393233,6585.450375892576,421.70633841093064
210.0,6786.52991193187,6089.107625643821,1163.88564777943
212.0,13332.219113056337,7636.046699895246,1980.8815562451996
214.0,9354.092097388373,423.1504469928486,3234.520049976112
216.0,11099.433149249382,4691.422564669302,1049.1054756106116
218.0,22592.404043328883,4638.5975067170575,971.5231827551971
220.0,19274.067159997205,4681.824702696277,2465.475461003935
222.0,8913.532380124561,4012.5836929518046,1748.0046735909516
224.0,17906.926998100593,3574.9480241206356,1864.7156536485504
226.0,11420.44089751566,3333.6889185271266,1964.816467397384
228.0,9445.197532844855,3330.0458454347295,3297.6875098364235
230.0,9737.522021516783,5007.5481820186815,1901.5870756716467
232.0,11112.25950780765,3500.1276341546773,1540.883252916701
234.0,7895.991653254163,1779.9131677278633,1626.9088738639155
236.0,14848.182898420677,5158.609146207242,2639.0610364023637
238.0,7846.572879646261,5048.468173874432,2106.0977497104186
240.0,8591.287100399199,6535.003926191815,563.2371119031086
242.0,12149.157486804424,285.98495838891154,865.4339002980546
244.0,5648.168987855691,5055.123033980879,411.67356599635264
246.0,23561.164863686972,31605.99457710917,1602.6678801327707
248.0,203217.8698428842,215500.10553108001,3164.0973165076207
250.0,216207.44876339025,203490.60325263554,2939.393985058951
252.0,106057.56469513963,26548.208213107566,1978.9922721231662
254.0,20572.720786483846,6422.263631208571,1170.1920986444725
256.0,7958.142635418179,1059.7737670146792,585.6059766712193
258.0,8849.64576343858,5333.834331517605,1313.6873239955723
260.0,5975.530746164183,8905.305125094446,2090.9099727308744
262.0,4354.251071910956,9717.983003296868,1716.6647234637283
264.0,10411.725467198821,2519.0969042285956,1881.2493506124679
266.0,7627.347301279527,2098.7165408602486,1385.61770890911
268.0,5705.698798844968,1686.8032835759989,216.13363423782948
270.0,7096.362227265827,3784.0103933216596,2011.4917273485255
272.0,4444.609620529852,1792.3226919728306,885.8661693662315
274.0,13998.858281731404,2762.293536036824,849.6572130174629
276.0,4682.052193049496,3992.0578532499876,1753.5145285491521
278.0,5863.388858410894,3479.51681604478,1286.2372077982402
280.0,8659.957551188738,5089.755706153196,645.7361447236615
282.0,6956.000676412611,4023.853339484382,1283.4899024163806
284.0,5629.10659626915,5193.02687952987,911.8945626241347
286.0,16429.954370044517,4544.516082899336,3423.4161522091244
288.0,37768.01686222337,4713.747062109377,3848.7801694129867
290.0,25560.848133255466,4434.170042173041,2734.197878171596
292.0,554.7775775596682,977.2554257003285,2417.391259220936
294.0,7733.965368703887,5370.6521393142675,2581.503428498122
296.0,6673.325293408294,19139.4070698247,3143.8889646977873
298.0,63938.904763467785,114236.00181753185,3373.0124781507757
300.0,42153.37389463845,89238.10491713406,2086.486055161009
302.0,11361.242436171866,4778.789919514659,1327.039930956328
304.0,2344.6316924886182,7739.230670841394,8218.13262706676
306.0,9708.197976161759,539.5560172205455,12567.33558580647
308.0,4367.799561200015,4557.1773276154345,9863.237932591317
310.0,5721.501568281083,3859.5261468347003,2807.076062127397
312.0,5510.792449998122,5893.557451529755,1008.0537519795791
314.0,5501.0517187670675,5097.173588650568,9352.783243950926
316.0,9244.047820308766,3518.206677812421,11682.657956526567
318.0,18833.924613675834,2583.0122335143496,10636.165517774969
320.0,18573.756074457047,1545.1846715898762,2704.659617431463
322.0,22260.289433517955,3804.2160505281195,3779.108158379625
324.0,15612.429159403917,4171.491421142459,3495.3856302253375
326.0,7200.34588382136,3208.8398172810194,5668.047350910049
328.0,6177.815532895797,2290.338920223132,3928.49883698397
330.0,2009.9209339663166,2827.2979114793743,4681.055806472997
332.0,7959.288478692917,3113.4133354434107,2375.0587905605666
334.0,2572.1216129889244,1920.3803560953716,869.0013976383876
336.0,8180.912401529374,1189.5585439858185,1806.3454979495245
338.0,5685.01574679458,4804.363659953414,2253.563988363167
340.0,5785.944647108215,2915.2892477025775,501.31816592337765
342.0,7602.20046129202,5328.337890189454,2116.573502926978
344.0,7178.420472438198,5004.276859554896,3070.492910654447
346.0,32201.144731236855,18062.025424350068,2089.1498545649124
348.0,108115.02164485808,72927.37814526244,13369.501810684782
350.0,77662.67771197564,46742.76442047087,9407.83143563063
352.0,9533.954691367595,4479.455403651851,2002.8645662681417
354.0,39027.2063512377,2078.7010655777403,1812.3540786716965
356.0,14395.441224107642,3415.9058065059817,2143.1577908827717
358.0,8642.437145475536,2297.0057238970794,593.4768168580738
360.0,6753.5899268054645,6554.144634257381,1071.93823500397
362.0,7710.274376733619,6177.429937738413,486.87810181508695
364.0,7409.26451601593,2070.8863452635833,947.682353946597
366.0,4089.100602923728,1410.5559456681192,1428.2953224759246
368.0,8423.570006970649,2389.813095877709,1675.6383173837623
370.0,6641.286962797654,2897.7552617736296,2368.7324693417077
372.0,9819.500019649378,1583.504877428266,2330.260607193311
374.0,1402.510982820702,3626.0297253211666,2178.6718548310896
376.0,9578.203513185961,1648.2628698226945,1110.4651525734994
378.0,4718.508080519385,1472.7604113496093,1407.974331685188
380.0,6180.867677578338,769.945564212407,2293.183244849208
382.0,2152.959855567691,2653.20730164878,2318.671597192194
384.0,10752.329557542196,1869.4398024129994,3682.7490606855017
386.0,25155.850919874712,2890.990192684234,1932.7040468566336
388.0,49100.82614570657,2511.024657238125,673.5496972015715
390.0,25323.652329277542,364.32935277447683,779.2019226717
392.0,1770.519642333632,3025.098311461655,1172.4245377823165
394.0,3131.4899369342297,3012.6187996159097,962.007290198961
396.0,7285.949363743971,12656.160272393316,757.2256749939974
398.0,49089.73640632406,43349.05296085927,5239.763846918104
400.0,21870.3486384902,22663.646483675144,4419.273163536801
402.0,6021.002199399902,1562.7846437766166,630.6141075389387
404.0,8543.006406870229,1515.3252940186887,1078.2174983941618
406.0,2986.795280553751,2710.6791405083836,1655.9269177638557
408.0,4910.935537890594,451.01801245187414,604.6961416052922
410.0,7596.2486763117895,3900.082186356221,1331.0586499442675
412.0,1770.271513075914,4792.869540534067,549.207312843977
414.0,9140.108601262033,3444.436981775356,2549.7447845811857
416.0,2204.8494911159596,2259.4741630625144,2331.2982948864596
418.0,7572.175893222478,717.9966523497967,682.339344987423
420.0,11811.455573223342,1819.3227258530337,280.9981714492588
422.0,13686.601153408234,653.048261496157,185.67444194763922
424.0,46462.00528871827,2111.2200155044593,1161.0247613857764
426.0,17918.434100066017,2506.579106109763,334.504471480993
428.0,5623.247841830185,860.1273478273806,1595.4543682269907
430.0,3900.231713735706,1921.2122415347067,898.925726202905
432.0,5573.828114705409,2089.3204622408784,539.4018603045699
434.0,11350.182861576355,1876.8674768974333,1739.8075469064202
436.0,5171.919809438167,3399.3696969859607,1280.4923987930017
438.0,6046.498926616343,3072.300171137787,2052.1250679807663
440.0,4761.153201053535,1183.6209738882653,305.57310334148093
442.0,7087.188375584075,1245.2793538822075,635.519434948385
444.0,3782.30707708317,2745.435093194316,1000.5056425985526
446.0,46706.83865740135,7264.587125260233,2365.3206694913683
448.0,134157.77737261495,18549.494481894126,5492.996828287652
450.0,57248.29419346066,5168.951966009086,2816.2433047947943
452.0,18440.645238729532,4605.12700438732,2806.1907127925524
454.0,41085.25471325299,2079.078411396535,2437.591916492403
456.0,13104.614234579214,1469.2063681628101,2034.0815907983228
458.0,10418.909395296301,1228.7407075499282,2855.241658000269
460.0,6336.0710865188175,4160.25633432297,1612.6004196323229
462.0,3383.508501126593,3784.9069963791258,3434.29433080596
464.0,3635.0996803033854,451.3241850402175,4017.925675556443
466.0,4016.4690105914337,794.0832608054163,2761.4362443321756
468.0,5330.548641573341,1561.598177004386,3415.961974459506
470.0,15292.061591834252,2859.8326903392986,3731.297788455611
472.0,6409.8866356061335,3029.7167842168424,2842.64163948353
474.0,7985.406069480114,2510.542649889483,790.2121160912948
476.0,7334.479955439738,2357.617046616577,867.3683837668731
478.0,4234.009850507514,3063.9045226560766,1091.5913772786635
480.0,8043.233483182247,3863.3905641610677,1599.4776925842896
482.0,3019.085334047683,2084.065579577367,1042.6451367522247
484.0,2494.0619591954023,1495.827238196882,4862.6154357356145
486.0,12469.482739927753,3194.7766659465788,3499.990388827533
488.0,6160.35204218184,3653.055819800602,2142.8150364278617
490.0,14950.901395301806,2226.597764646321,2882.9041928582956
492.0,11206.452390623017,996.8741413393197,2778.095974139316
494.0,7280.724904929572,1256.4561899106286,524.4593012961185
496.0,17670.601466089232,966.9234143510416,1670.8415390130729
498.0,15342.50025222688,1233.0947598727078,1527.1327860368867
500.0,13385.827659104958,1638.7260736491373,1136.7916509686374
502.0,3880.9978886663152,2224.4882728071825,2331.3261849932856
504.0,9468.821092055245,2969.4168394021362,3264.3041813411432
506.0,4889.081260207995,1383.9401943222088,1701.6148853347454
508.0,10091.549988759742,2162.966957929704,2421.221278430845
510.0,2959.8934631260126,2161.997678007223,1958.2516264612416
512.0,4513.403077496334,2255.806284468992,688.4202662555294
514.0,8167.262075354025,616.964461633931,1164.9597475728663
516.0,3205.967921147645,852.5832227145256,1508.611325533984
518.0,2473.852463430912,1709.753816524712,703.7508668955452
520.0,12187.497659070561,1497.4152771970778,1121.0168152568106
522.0,19859.342050405634,2444.838027250147,1207.3417277587746
524.0,41183.935380602685,1703.8858719373434,587.5131673248648
526.0,11517.413597018,707.6847839557639,403.2698930595551
528.0,3544.9922459425948,1027.1602545639773,1158.5443954726625
530.0,1108.9326910175525,2571.406617822449,671.3021713004414
532.0,5306.524814373922,1212.0376677908034,1519.2723530498524
534.0,1428.9643093568773,563.8292955494911,1363.2436601352613
536.0,7863.4021353788985,1240.5272596697737,2401.579000725751
538.0,5774.887024601632,2281.7499234216393,1056.2006980006156
540.0,6308.115843643464,1572.4141567886847,611.4712722982373
542.0,2787.6719733428686,1153.465022055974,1856.7626644286704
544.0,6704.430071287997,883.7715213100486,1105.234540151291
546.0,54604.38885605023,2923.170193354289,1880.784991383148
548.0,84021.0613167767,5623.467735617612,4773.467534186629
550.0,31683.016969336953,1511.2038728176112,2607.5115427668547
552.0,3871.672286920175,3482.9808725919524,2189.4970427039625
554.0,7830.539336980537,2076.2626734915625,1668.8776096861882
556.0,25692.14995049098,965.6957405551509,1485.5474263007693
558.0,37736.243584588636,1137.3075674221227,39.47440965854797
560.0,70426.85411401435,2209.2215407684794,1836.385712518599
562.0,43628.56971987481,784.1620292377163,2156.6997613296917
564.0,3440.096538140069,832.6826076283528,995.0139184149136
566.0,8004.877729912176,1326.584587998959,982.8515177982182
568.0,9225.843772605991,471.2008354429222,746.8276321503491
570.0,14538.93812854627,1465.5115883741369,412.1339781648789
572.0,8036.114990564347,2674.1458290351316,1322.8167585090325
574.0,7355.793217206555,3070.496548853404,1789.9274136661293
576.0,9990.321156719157,1311.2329780529678,1986.1966974919942
578.0,2407.0277135834667,2799.6347295455344,2412.321935241461
580.0,1925.724305739975,1617.5269419563515,2596.9586446914677
582.0,1416.4336796283976,642.2993770394067,1329.502206881972
584.0,7333.728131634959,1827.2508455617592,557.2503819593416
586.0,6219.127262992353,3063.164670859596,551.2751909720894
588.0,17134.448508052094,1870.1813780217658,1827.6448742096359
590.0,20131.455223716883,552.7990042828008,1394.1567328613278
592.0,12688.200334035142,791.5360598230445,1196.213861227878
594.0,4142.576799616318,1742.6053359003265,1697.9894149122656
596.0,11722.33334470424,8296.848017612278,3243.6399626992115
598.0,26121.010959284635,11222.21223587081,4794.83813948242
600.0,9320.100724574251,2878.784776751143,1431.0941658143006
602.0,4605.595731289876,1661.0179407779688,1847.5933291403114
604.0,2086.282890831103,1717.0183241999428,1286.5061948385546
606.0,7291.739165456459,1606.3755330045005,1006.7951368496718
608.0,1938.278229854817,1131.681395938406,830.5500887197386
610.0,7720.128650977144,662.4371471771956,1142.5793337835703
612.0,5054.736448308322,2155.187622207768,434.070142617341
614.0,5580.747337637532,1305.883332170631,471.15865836731
616.0,2673.2028289223313,1352.0581366451904,784.5582583605194
618.0,2966.7358539037823,2176.3993872019846,366.92702504639135
620.0,6033.790171799642,2688.8455987276648,222.76089337179414
622.0,11233.01764649219,3376.9665134363986,323.5989649005584
624.0,3506.127079162744,2831.796849584138,510.7463771953903
626.0,10509.705899261997,1150.8384905116116,1882.373023499683
628.0,3413.436761720156,1987.8967286786483,1769.8586120825719
630.0,6315.159792370559,473.9615613307589,537.8441770477738
632.0,5897.936168609605,620.7445364885033,1837.4720054178804
634.0,4564.1025526597095,1456.320647310286,1296.2480661217949
636.0,1514.5916345112587,2165.4316876939615,1788.1025166797926
638.0,9896.692089840759,1403.9613577331043,1128.8586574555998
640.0,10021.072208429574,3016.5206781051443,990.8419763244657
642.0,7723.811138582088,841.5771568020243,1310.0837812213415
644.0,10279.558101432658,792.280410193273,2005.6178536637187
646.0,37524.03570927063,5545.330089048427,1815.6841823664938
648.0,47839.09297549673,10382.797883170588,1922.4813613940953
650.0,6535.029899934606,1260.6850769875043,1258.9791368844742
652.0,2735.630604218532,808.966564487244,930.805615029142
654.0,15546.706341293204,761.0780034678177,1258.65331598372
656.0,28392.53925949933,2052.8148258308947,1592.7039832458438
658.0,47224.527794092275,4420.999983061513,304.26479761112523
660.0,70295.70907795853,3928.3196405057442,2779.905900648593
662.0,33020.83600503591,1804.9938706986293,1757.9020351480385
664.0,3030.469184755196,1281.8696123689922,1690.042282264863
666.0,9848.159500080288,710.1017923951947,2226.2671973143088
668.0,4507.487843348297,635.5125033951219,461.95223795661957
670.0,2610.3400120316846,2537.4972869450544,1199.381657452675
672.0,5462.457945432761,3228.632372216884,955.8828889798532
674.0,2515.429496884059,2908.848565018489,490.1323701961874
676.0,3220.495879690024,1417.565691403244,604.8770076961744
678.0,2130.0267488879613,1225.3074326366902,969.0477769972964
680.0,4232.790676309738,2188.385948172477,518.6353266531412
682.0,7159.802161382285,1596.9577051736983,1413.954424951005
684.0,5391.664529726298,1829.1669630320441,393.2987432900271
686.0,6753.086040065265,1678.6569850946696,717.9296059940724
688.0,5415.940072578015,417.8839587476842,1478.3006371574074
690.0,7403.921867376736,1585.90583551906,710.140343700841
692.0,10296.85050751434,3335.2275444277357,1544.5464505347989
694.0,16419.654937728203,3771.7549059733406,2100.969144788575
696.0,11835.511541591808,1736.2896426106981,4115.675310964319
698.0,12441.513941311277,1413.443176596696,4407.22879360499
700.0,6146.087219366365,646.1390309421968,1635.9646495821285
702.0,3986.682574197623,1958.2302115386549,1261.7802370741877
704.0,3530.605486751856,2723.508666583833,1163.319556655379
706.0,9200.179216783448,2166.801124241315,360.7917746141929
708.0,6823.124755318848,3335.869758558854,1239.4352244116578
710.0,5969.99537934496,4616.70386691052,301.3896658351813
712.0,6471.456506086328,1489.6032234998015,1180.909795747458
714.0,2313.7798411078747,2657.1061034557943,890.0327708336904
716.0,2783.9339548851426,1116.5870773345896,1890.9555397491633
718.0,4852.403879426023,1908.4780112992275,645.2033367119915
720.0,3038.919989125424,1760.9808007505064,1516.4468937257814
722.0,11218.551358060962,2017.1543511266,905.9445486778914
724.0,4902.30822614978,1854.456771611991,602.3790483604307
726.0,11789.627251349792,1983.4556003254706,885.884410523228
728.0,8475.419106459147,851.9680416251814,606.797953765855
730.0,10863.785166147114,1382.3091787762146,475.62145458831367
732.0,6710.091684952339,1314.3740678887539,459.16567083713335
734.0,6803.539725633731,1903.5298258172368,215.1819889122777
736.0,2750.767261567416,1405.5088146594217,457.3877979655817
738.0,4749.483278391005,2264.678373502527,541.6228903527377
740.0,6129.5644433532825,906.7105237984209,699.9499103360605
742.0,9464.104922926954,980.6886192068029,883.2637683656515
744.0,3138.337668797923,4788.172166187254,1007.685696634035
746.0,33269.26849663571,12898.651556380997,3132.973940495047
748.0,26449.562659770185,10898.884744220686,2636.538640102526
750.0,10333.375222377243,2243.718177930905,1014.1071746218305
752.0,7471.9843025069,1282.0192380218796,1788.5094351665955
754.0,2110.331275455699,1252.1135845634929,1166.9246359692024
756.0,6263.008967050435,1641.0341179492818,345.6569632464608
758.0,21313.60133541865,6099.337126900248,1063.1953531330296
760.0,12621.188019726138,5905.4235977626895,1038.5432377100665
762.0,5283.049503613861,1057.3996105238405,860.4021552124628
764.0,982.9592354698518,2661.1130056959105,1043.6556545048236
766.0,2883.1514287276814,1886.3705954268517,703.5387447029646
768.0,6585.53772893084,3502.5210833178794,645.0361045975444
770.0,7056.149581220222,4533.337490142799,2153.108486097665
772.0,2260.0964778699336,2515.8985938010624,2760.026279647629
774.0,3160.3855751919814,2252.568889800378,2023.4328359666845
776.0,1472.029034593875,2462.0486103041103,1817.3907112707636
778.0,5493.493605922865,1584.6576990540234,455.3648396568355
780.0,3094.562846823636,473.9670265029912,1456.313316717575
782.0,3970.3125400682725,1933.6952289570131,376.6220132270068
784.0,13767.450949094888,2610.708888965654,499.39842221150695
786.0,6545.965975071188,2803.750295612948,293.80751477454277
788.0,3849.213383318252,1796.13865043836,1504.7329281735442
790.0,13314.616842963376,1094.7330928752358,2324.7195621735714
792.0,9780.857438648709,948.0173956458942,1473.4549420072133
794.0,27720.150496594822,1299.0628402673733,1163.4129766837254
796.0,41057.54688598226,3411.7277413163124,6372.178700426998
798.0,24689.537635931734,3829.0809959974445,5654.519956249332
800.0,6576.971763227442,277.1456825759976,2187.712603418453
802.0,3643.4514477863545,688.8578695553698,2046.2610559294792
804.0,4437.638329963179,1890.0931234136474,2335.5821289248543
806.0,3686.2074253303713,593.827597788507,1914.3555724548762
808.0,7608.816743292307,1991.6727913054967,963.8571739219766
810.0,7134.220115691451,1893.9997824246555,718.2752358197822
812.0,3541.237057590264,630.8149916216713,1194.9185387505504
814.0,5334.169626007039,651.0563287899802,1272.192219222922
816.0,2354.9110313960455,368.87181247239675,1773.296966355587
818.0,3848.0501290477846,181.39216798056538,399.36930133340337
820.0,8460.612061150769,500.86391001965546,1422.7664662723537
822.0,5643.823280587331,2199.837348358036,669.9092893537015
824.0,11052.263775275454,1347.1276155615926,1795.770848927356
826.0,5180.982735058343,615.1882182402328,1911.584738133201
828.0,7394.293392208118,1083.0605969604032,1715.9797209362753
830.0,4645.748593076823,1678.3091407675072,1679.5410571001264
832.0,4557.090318454006,1471.3785678020313,796.6158783476868
834.0,3745.5882534762436,692.6271444961139,573.8153890987919
836.0,6128.704769994636,953.4105460494433,683.2560933022093
838.0,5477.244963238862,1845.5491111907702,663.6850625361502
840.0,6046.771168048845,897.5821889962165,723.344242593693
842.0,3682.852512137144,882.3829750812044,1119.3526754501802
844.0,5595.228293116617,3332.2305354996474,1924.777539438961
846.0,23860.462211342434,8272.115617283145,5511.440288792739
848.0,19479.901648493924,5382.822626712683,3473.2791750628944
850.0,2379.1277075714756,1482.6106341728446,914.7340393568312
852.0,3474.9844840882993,956.5237804834572,1541.6991825381606
854.0,5946.480023793441,868.0253966024185,592.2396250669899
856.0,12028.993181873137,798.9886625388845,1389.6980085890928
858.0,21727.872652696686,2632.291755437117,688.7942387048197
860.0,13372.288463073666,2719.7933425003084,346.3279224656722
862.0,6970.329612241015,555.7859469088374,771.8842962204294
864.0,3740.3794885333314,1194.3782209797505,1340.1846646431195
866.0,3692.17096742297,1577.4518325694296,374.70742316799294
868.0,8612.844849164507,872.8428336182967,1673.148090081691
870.0,3836.3494262343156,571.1656250582448,3127.1027820534932
872.0,2605.2902920457673,328.1285280353716,3016.7287722264477
874.0,6780.499520920027,1184.972485537153,1440.5414726057372
876.0,4048.889740460091,883.2702644623845,227.76951712443432
878.0,7314.053429318587,1056.0445874341458,702.8684299891337
880.0,1122.3340641114855,1079.9907201718718,437.81058423545613
882.0,3690.549962623233,1545.5843352335985,1255.0017602471598
884.0,10602.000095144613,1751.5472971477136,1526.5169654891806
886.0,3649.3529173120332,712.4859340003234,1166.9097398098677
888.0,5599.690364064896,650.2480859288133,1786.6093822369428
890.0,2317.9786954722626,1391.0595668900016,1328.362606214624
892.0,5971.11479297,1308.797697205172,1682.6586676720208
894.0,15623.897522263405,2242.067357709219,2046.602557239427
896.0,36097.2240824575,4364.358499324323,7172.664136520568
898.0,9061.91152223356,3113.346213142722,4517.890702497883
900.0,7246.966141317571,1588.563874240354,1774.947282452836
902.0,3969.35960569606,1477.408671386047,1538.1789877569627
904.0,4386.331538722058,1038.2099552227633,1161.9631942239992
906.0,4413.221236122446,1430.7466921303853,570.1534569103646
908.0,5705.928290687912,1445.393616171787,328.4259393540706
910.0,8651.471956431784,733.1599399755776,724.5614956881027
912.0,3321.0412519362267,970.7952844508825,1038.0376957001806
914.0,5545.835541611587,363.0885607971611,1531.9639607941442
916.0,2595.0148869154687,84.19526376603666,1075.7765885347035
918.0,141.44898647651326,1526.4660015345776,1834.2087118420632
920.0,3703.122168414969,1901.8156908554574,447.07087763141425
922.0,5317.9596569445075,165.26580459456656,220.03812868096534
924.0,12474.866601432108,903.786498013551,730.4460651631152
926.0,2664.461854123612,921.2623701324407,653.21099471186
928.0,4284.338960493592,167.160470070241,777.1695730346943
930.0,13128.647642175523,1204.5896378689038,699.5127541267533
932.0,13598.621141075537,1661.9740680642913,1501.8274949834924
934.0,12329.306220873952,665.4764876641882,1604.6225617157418
936.0,2271.700515524768,1615.1950998333411,264.0412654146495
938.0,2484.33898845357,1966.3468645703708,988.1743209722607
940.0,6538.779016262811,2082.583133084692,1153.7725531966712
942.0,2994.6516804610387,2531.1567254716724,2067.6729595176757
944.0,1836.0464711750205,3268.793698500576,4426.160731650154
946.0,19663.006898930853,5786.728499818586,7771.388967574856
948.0,9731.23788800993,2511.773647247537,2434.5724371658102
950.0,3061.6321094375257,316.43466441438255,1061.5027561415518
952.0,3024.426514423677,587.3641326916468,379.5457572619627
954.0,10811.766820795565,1038.8304456588098,540.0760219543654
956.0,11738.42442057774,632.4535320610961,417.8412080406348
958.0,11521.070765026858,957.2737541987301,1379.121804546261
960.0,19649.194354608262,814.607256041453,584.7072261908339
962.0,10559.678030355008,981.7513073739415,80.12018192498846
